idinteraccion,idorigen,tipoorigen,iddestino,tipodestino,tipointeraccion,valorinteraccion,idprecedente,idcurso,fecha,plataforma
6363,505,alumno,540,alumno,reaccion,me_divierte,6270,25,2005-08-17 03:22:32.898,facebook
6364,479,alumno,681,material,consulta,null,-1,25,2005-10-17 21:10:05.984,crea
6365,87,alumno,-1,null,publicacion,Et nihil maiores necessitatibus aliquid ullam ratione qui quibusdam aut qui qui laboriosam culpa fuga magni laboriosam doloremque et sed possimus.,-1,25,2005-08-29 03:18:31.16,facebook
6366,226,alumno,26,alumno,mensaje,Sunt voluptatem sed eligendi ratione at quam ea illum dolor nemo voluptatem omnis nobis quas reprehenderit quia possimus ratione quidem.,-1,25,2005-11-15 18:15:06.416,crea
6367,423,alumno,473,alumno,mencion,@ut,6250,25,2005-11-01 19:15:28.365,facebook
6368,604,alumno,505,alumno,comentario,Explicabo reiciendis ea est incidunt enim nesciunt autem ipsum voluptatum facilis.,6334,25,2005-09-14 05:27:25.906,facebook
6369,106,alumno,-1,null,publicacion,Voluptatem repellat repudiandae veritatis ad error tenetur minus maiores in culpa at aut occaecati accusamus odio eveniet.,-1,25,2005-09-19 16:14:57.631,facebook
6370,479,alumno,-1,null,publicacion,Dolore ipsum nostrum dignissimos necessitatibus itaque omnis pariatur fugit et magni nulla dolore adipisci ut omnis assumenda.,-1,25,2005-08-26 06:41:07.478,crea
6371,505,alumno,4,docente,comentario,Harum sunt ea sit minima at qui ab ex autem.,6313,25,2005-10-11 03:41:53.853,crea
6372,540,alumno,-1,null,publicacion,Vel quisquam ad commodi commodi voluptas laboriosam repudiandae quaerat mollitia quia pariatur cupiditate laborum qui sit libero est.,-1,25,2005-10-17 23:16:20.131,crea
6373,26,alumno,-1,null,publicacion,Quam ipsa recusandae labore non aut inventore velit aut necessitatibus totam neque distinctio nisi commodi consequatur porro.,-1,25,2005-10-14 21:55:48.501,crea
6374,52,alumno,-1,null,publicacion,Recusandae consequatur mollitia nihil facilis velit non quia ad saepe inventore impedit quis illo est.,-1,25,2005-08-15 15:42:19.562,crea
6375,423,alumno,106,alumno,reaccion,me_entristece,6355,25,2005-09-25 08:35:00.166,facebook
6376,52,alumno,686,material,consulta,null,-1,25,2005-08-16 18:45:58.908,facebook
6377,144,alumno,70,alumno,comentario,Optio veniam architecto inventore at et doloribus et reiciendis quasi.,6362,25,2005-11-17 06:57:33.581,crea
6378,604,alumno,679,material,consulta,null,-1,25,2005-09-28 01:40:22.0,facebook
6379,473,alumno,282,alumno,mencion,@ut,6354,25,2005-09-15 03:02:40.768,facebook
6380,208,alumno,604,alumno,reaccion,me_enoja,6368,25,2005-10-27 10:25:25.322,facebook
6381,423,alumno,473,alumno,reaccion,me_encanta,6250,25,2005-09-24 08:26:49.79,facebook
6382,144,alumno,473,alumno,reaccion,me_asombra,6265,25,2005-11-27 07:23:31.693,facebook
6383,282,alumno,4,docente,mensaje,Aut omnis qui quibusdam sit sit eligendi necessitatibus et autem eveniet voluptas magni impedit nemo.,6320,25,2005-10-03 03:04:39.882,crea
6384,87,alumno,-1,null,publicacion,Assumenda et quo consequatur voluptatum expedita provident sit reiciendis debitis harum distinctio id aperiam et aspernatur ratione voluptatem consequatur.,-1,25,2005-09-19 01:13:07.568,crea
6385,282,alumno,87,alumno,comentario,Facilis blanditiis vel velit qui est amet consequatur molestias voluptate non hic necessitatibus.,6365,25,2005-10-29 05:25:31.294,facebook
6386,170,alumno,4,docente,mencion,@sint,6317,25,2005-11-06 13:23:14.084,facebook
6387,479,alumno,700,material,consulta,null,-1,25,2005-09-03 09:41:12.457,crea
6388,40,alumno,-1,null,publicacion,Provident corporis consectetur modi qui ipsam qui quia dolor est provident fuga rerum nemo neque repellendus voluptatem facere enim.,-1,25,2005-09-27 02:00:33.339,facebook
6389,604,alumno,479,alumno,mencion,@ex,6304,25,2005-08-27 06:45:41.843,facebook
6390,282,alumno,689,material,consulta,null,-1,25,2005-10-13 00:10:16.728,facebook
6391,209,alumno,-1,null,publicacion,Recusandae voluptas quia molestias impedit optio est aspernatur totam est commodi qui nesciunt rerum iure.,-1,25,2005-11-10 01:57:25.46,crea
6392,473,alumno,87,alumno,reaccion,me_divierte,6365,25,2005-10-31 11:51:23.833,facebook
6393,479,alumno,617,alumno,comentario,Minima provident quaerat deleniti consequatur architecto in magni pariatur quo distinctio.,6288,25,2005-08-17 16:57:34.096,facebook
6394,407,alumno,4,docente,mencion,@dignissimos,6274,25,2005-11-02 11:01:58.791,facebook
6395,144,alumno,26,alumno,reaccion,me_enoja,6373,25,2005-11-14 03:06:53.194,facebook
6396,4,docente,4,docente,comentario,Sequi culpa voluptatem quasi laudantium omnis quas nostrum asperiores et autem corporis dolorum repudiandae ut.,6269,25,2005-09-07 20:43:48.141,facebook
6397,52,alumno,4,docente,mencion,@rerum,6317,25,2005-09-26 20:10:01.485,facebook
6398,4,docente,106,alumno,comentario,Molestiae placeat molestiae nulla autem sed rem voluptate perferendis ipsam.,6308,25,2005-10-29 17:39:58.873,crea
6399,69,alumno,678,material,consulta,null,-1,25,2005-10-21 09:46:54.503,facebook
6400,473,alumno,604,alumno,reaccion,me_encanta,6389,25,2005-10-16 01:10:50.634,facebook
6401,479,alumno,290,alumno,mensaje,Vitae vel totam enim quis rem earum deleniti veritatis ipsa a iusto deserunt beatae quia magni sit deleniti.,6257,25,2005-11-15 11:21:58.727,crea
6402,70,alumno,505,alumno,reaccion,me_entristece,6351,25,2005-10-10 21:36:28.67,facebook
6403,4,docente,407,alumno,comentario,Velit ut omnis voluptas quos iusto sequi aliquid facere corporis suscipit maxime autem et nostrum.,6275,25,2005-09-05 11:57:54.032,facebook
6404,282,alumno,4,docente,mensaje,Voluptatem perferendis maxime beatae sit tempore molestiae distinctio officia sunt delectus at voluptatem amet sit error ut ea cupiditate quae perspiciatis.,-1,25,2005-09-03 00:22:32.587,crea
6405,4,docente,69,alumno,mensaje,Odio quam ex sed perspiciatis soluta exercitationem deleniti saepe quis rerum et sit illum quas aut omnis voluptatem aliquam nobis maxime.,-1,25,2005-09-06 10:06:10.149,crea
6406,407,alumno,4,docente,comentario,Assumenda perferendis et et amet aliquid consequuntur eligendi rerum iste et ut aut dolores nostrum.,6316,25,2005-09-28 11:56:06.436,crea
6407,4,docente,69,alumno,mencion,@assumenda,6358,25,2005-11-30 12:50:23.95,facebook
6408,40,alumno,604,alumno,mensaje,Et atque ut dolores repellendus impedit itaque sed laborum ullam veniam maiores sapiente esse similique incidunt magnam quaerat reprehenderit libero.,-1,25,2005-09-19 18:36:40.077,crea
6409,290,alumno,144,alumno,comentario,Sit corrupti minus et dolorum porro ipsa et qui ducimus consequatur ea maiores nihil et vel.,6328,25,2005-09-05 19:48:48.777,facebook
6410,473,alumno,290,alumno,mencion,@vel,6344,25,2005-09-25 16:56:39.376,facebook
6411,4,docente,-1,null,publicacion,Sequi architecto magni culpa qui iusto delectus quis amet ex eligendi sequi ipsam commodi non reprehenderit repudiandae aliquid molestiae laborum laudantium.,-1,25,2005-10-03 03:49:34.432,crea
6412,473,alumno,540,alumno,mensaje,Est omnis veritatis aliquam sed quasi expedita accusamus cum totam optio dignissimos accusamus adipisci sapiente temporibus labore voluptate rerum.,-1,25,2005-11-07 03:35:58.551,crea
6413,26,alumno,144,alumno,comentario,Sed inventore aut nisi culpa consequuntur optio explicabo quia accusantium autem.,6295,25,2005-10-18 00:23:29.028,crea
6414,505,alumno,290,alumno,reaccion,me_gusta,6409,25,2005-08-27 21:20:49.882,facebook
6415,4,docente,505,alumno,comentario,Aperiam odit iste vel enim eligendi autem quia alias nesciunt illum aut enim.,6334,25,2005-08-16 19:35:21.562,crea
6416,540,alumno,701,material,consulta,null,-1,25,2005-11-18 10:20:50.176,facebook
6417,540,alumno,4,docente,comentario,Aut quo dolorem possimus distinctio iure suscipit et voluptas perferendis maxime in quidem accusantium.,6313,25,2005-08-27 10:20:44.603,facebook
6418,26,alumno,144,alumno,mensaje,Omnis molestias necessitatibus sed sequi reprehenderit ex optio quam necessitatibus sunt consequatur debitis sunt vel minus id omnis dignissimos qui iure.,6408,25,2005-09-11 05:11:06.14,crea
6419,517,alumno,473,alumno,comentario,Natus vitae natus autem et qui et ut magni quia dolor natus enim nostrum est dolorem.,6250,25,2005-10-02 03:26:07.689,crea
6420,479,alumno,517,alumno,mensaje,Voluptatem doloribus et voluptas aut dolorum dolorem quo doloremque eligendi dicta qui facilis odit in.,6282,25,2005-10-03 22:52:31.914,crea
6421,282,alumno,170,alumno,mensaje,Soluta dolores animi autem ducimus nisi corporis laborum asperiores quidem repellendus eos esse beatae voluptate tempora ducimus minus et asperiores.,-1,25,2005-11-19 02:29:30.284,crea
6422,40,alumno,473,alumno,mensaje,Dolor aut earum aliquid quo ipsam commodi est incidunt quos recusandae voluptatem omnis ipsa ab ipsum perspiciatis veniam.,6262,25,2005-11-05 02:45:29.725,crea
6423,290,alumno,49,alumno,mensaje,Et placeat dicta qui eligendi sed omnis vel sequi aspernatur aut reiciendis ut sequi mollitia modi atque odit.,-1,25,2005-11-19 09:45:52.292,crea
6424,52,alumno,-1,null,publicacion,Occaecati nemo quia temporibus earum veritatis beatae eligendi similique ad quisquam laudantium et natus iure soluta ut magni harum ut.,-1,25,2005-11-06 10:05:09.643,crea
6425,26,alumno,695,material,consulta,null,-1,25,2005-11-08 17:03:42.989,crea
6426,4,docente,505,alumno,mensaje,Cupiditate cumque voluptatem deserunt et amet aut ut animi ea rerum et voluptatibus et ea eligendi dolorem.,6356,25,2005-09-12 11:27:43.129,crea
6427,479,alumno,49,alumno,mensaje,Ex ipsum harum temporibus unde dolor quos sunt incidunt repellat voluptatibus aut magni beatae provident sed et vel voluptatem vitae.,6285,25,2005-10-25 11:00:58.632,crea
6428,290,alumno,52,alumno,reaccion,me_gusta,6374,25,2005-10-25 20:12:47.441,facebook
6429,87,alumno,290,alumno,mencion,@est,6409,25,2005-10-23 11:39:12.421,facebook
6430,203,alumno,423,alumno,mensaje,Non eligendi rerum est quidem dolore et suscipit eaque quis veritatis nesciunt perferendis sit eum enim ea impedit non.,6366,25,2005-09-27 00:55:17.365,crea
6431,69,alumno,52,alumno,mencion,@quidem,6359,25,2005-09-01 14:37:52.639,facebook
6432,517,alumno,-1,null,publicacion,Quis iusto voluptatum voluptatum cumque ut atque placeat dolores ipsam maiores quia autem tempora est sunt nemo ut.,-1,25,2005-09-08 01:32:15.674,facebook
6433,4,docente,69,alumno,reaccion,me_gusta,6431,25,2005-11-23 11:12:57.001,facebook
6434,282,alumno,-1,null,publicacion,Ut vero temporibus ea aut quo sit repellendus at voluptatum vitae commodi sit beatae omnis facilis laboriosam laboriosam est maiores.,-1,25,2005-11-27 20:07:08.755,facebook
6435,290,alumno,684,material,consulta,null,-1,25,2005-08-29 17:11:13.367,crea
6436,540,alumno,479,alumno,comentario,Quam sequi et molestias voluptatem qui delectus aut dignissimos voluptatem culpa.,6370,25,2005-09-04 11:34:16.82,crea
6437,40,alumno,604,alumno,mencion,@quidem,6258,25,2005-10-22 07:58:57.73,facebook
6438,26,alumno,4,docente,comentario,Autem voluptas omnis neque non dignissimos voluptates consequuntur deserunt rerum debitis.,6411,25,2005-11-22 20:21:54.122,crea
6439,617,alumno,702,material,consulta,null,-1,25,2005-09-01 21:20:48.17,crea
6440,144,alumno,687,material,consulta,null,-1,25,2005-09-22 05:10:01.768,facebook
6441,505,alumno,706,material,consulta,null,-1,25,2005-08-31 14:30:23.588,crea
6442,209,alumno,52,alumno,reaccion,me_asombra,6397,25,2005-09-01 20:23:41.445,facebook
6443,106,alumno,70,alumno,reaccion,me_gusta,6324,25,2005-10-19 01:29:35.377,facebook
6444,517,alumno,69,alumno,reaccion,me_asombra,6253,25,2005-08-27 09:08:13.957,facebook
6445,517,alumno,479,alumno,mencion,@ut,6260,25,2005-11-28 16:30:55.093,facebook
6446,170,alumno,226,alumno,mensaje,Eum molestiae occaecati ex eos dolor earum qui voluptas excepturi omnis delectus ut quibusdam sed soluta ut dolores delectus.,6255,25,2005-10-10 11:12:31.639,crea
6447,170,alumno,226,alumno,mensaje,Numquam sed tenetur consequatur qui natus dicta vitae amet natus maiores itaque rerum voluptatum dolorem sed quo excepturi harum fugit.,6282,25,2005-11-07 21:23:14.857,crea
6448,70,alumno,479,alumno,mensaje,Tenetur nostrum dolorem aut voluptatem omnis ipsum adipisci doloremque placeat saepe ea aut ut aliquid accusantium deleniti est.,6420,25,2005-08-20 12:28:30.992,crea
6449,203,alumno,144,alumno,reaccion,me_divierte,6382,25,2005-09-28 05:36:48.642,facebook
6450,26,alumno,690,material,consulta,null,-1,25,2005-09-10 04:01:21.549,crea
6451,208,alumno,282,alumno,mensaje,Vel labore ex labore temporibus placeat inventore tempore veritatis accusantium voluptas placeat quaerat et doloribus id.,6293,25,2005-09-17 08:00:54.03,crea
6452,604,alumno,290,alumno,reaccion,me_gusta,6409,25,2005-10-12 03:44:08.498,facebook
6453,505,alumno,517,alumno,mencion,@veniam,6432,25,2005-11-27 02:01:53.438,facebook
6454,290,alumno,703,material,consulta,null,-1,25,2005-10-18 23:20:59.975,facebook
6455,479,alumno,479,alumno,mencion,@quae,6370,25,2005-09-24 18:12:17.364,facebook
6456,52,alumno,473,alumno,mencion,@reiciendis,6250,25,2005-09-10 15:48:50.481,facebook
6457,203,alumno,226,alumno,reaccion,me_asombra,6284,25,2005-11-29 07:51:01.169,facebook
6458,69,alumno,-1,null,publicacion,Ut fuga numquam molestiae eius id hic illo iste atque unde nostrum nihil explicabo et.,-1,25,2005-08-17 14:10:17.731,facebook
6459,52,alumno,690,material,consulta,null,-1,25,2005-11-09 01:12:09.078,facebook
6460,170,alumno,4,docente,mencion,@aperiam,6269,25,2005-09-01 16:37:26.783,facebook
6461,26,alumno,-1,null,publicacion,Et totam dolores et maxime explicabo omnis aut deserunt molestias ratione temporibus nihil rerum dolor vitae culpa excepturi sit.,-1,25,2005-11-13 00:00:35.927,facebook
6462,203,alumno,685,material,consulta,null,-1,25,2005-11-02 09:00:09.502,facebook
6463,4,docente,4,docente,mensaje,Mollitia dolorem aut sed esse autem nihil quae eligendi veritatis qui qui expedita libero eos expedita accusamus.,6451,25,2005-09-08 11:52:12.465,crea
6464,87,alumno,-1,null,publicacion,Optio nam iure qui porro expedita a consequatur cum nihil a nihil quis eos velit dolor consequatur.,-1,25,2005-08-28 21:10:51.088,facebook
6465,517,alumno,693,material,consulta,null,-1,25,2005-09-05 17:07:02.1,crea
6466,505,alumno,540,alumno,reaccion,me_divierte,6372,25,2005-09-15 00:40:19.409,facebook
6467,49,alumno,683,material,consulta,null,-1,25,2005-09-29 18:59:23.223,crea
6468,106,alumno,706,material,consulta,null,-1,25,2005-10-21 15:44:55.577,facebook
6469,4,docente,-1,null,publicacion,Voluptatem et quas ut qui voluptas voluptatem eveniet aut labore placeat sunt officiis quis beatae molestias quia.,-1,25,2005-11-07 23:09:07.895,crea
6470,4,docente,423,alumno,reaccion,me_gusta,6367,25,2005-09-25 21:49:41.663,facebook
6471,540,alumno,226,alumno,mensaje,Quia ut repellat ratione doloremque exercitationem et ad omnis quod sint dolor repudiandae omnis voluptatem corporis aut.,-1,25,2005-10-22 21:01:52.866,crea
6472,70,alumno,540,alumno,mensaje,Vel dolorem laboriosam et unde doloremque vitae quis ipsam laudantium ab blanditiis dolor aspernatur corrupti at animi.,6273,25,2005-09-21 18:13:53.196,crea
6473,203,alumno,698,material,consulta,null,-1,25,2005-11-08 12:08:08.632,facebook
6474,473,alumno,680,material,consulta,null,-1,25,2005-11-25 15:26:28.187,facebook
6475,70,alumno,4,docente,mencion,@voluptatem,6317,25,2005-09-24 11:55:31.951,facebook
6476,226,alumno,-1,null,publicacion,Aspernatur aut perferendis deleniti mollitia at praesentium molestiae non et ab maiores assumenda neque et nulla libero.,-1,25,2005-09-04 22:19:07.346,facebook
6477,407,alumno,87,alumno,mencion,@delectus,6302,25,2005-09-09 20:14:19.761,facebook
6478,505,alumno,505,alumno,mencion,@ratione,6264,25,2005-10-26 00:33:11.829,facebook
6479,106,alumno,473,alumno,mensaje,Et nostrum id dolorem labore veritatis sunt minima eveniet corporis enim eum aut dicta ipsam ducimus ut quaerat quia aliquid.,-1,25,2005-10-06 00:16:17.155,crea
6480,617,alumno,691,material,consulta,null,-1,25,2005-09-12 04:29:44.019,crea
6481,87,alumno,40,alumno,comentario,Nulla dolor sequi officia quasi dolore voluptatem qui veniam iusto qui nostrum aut officia.,6305,25,2005-09-25 07:06:18.555,facebook
6482,473,alumno,282,alumno,comentario,Aliquam molestiae dolorem laboriosam non illum itaque ea aperiam culpa laborum maiores.,6434,25,2005-11-28 21:43:27.989,crea
6483,52,alumno,106,alumno,mensaje,Voluptatum ut assumenda laboriosam quam ad cupiditate blanditiis atque ipsum et enim animi quasi nihil non eum consectetur quo sit.,6257,25,2005-09-28 21:41:07.258,crea
6484,208,alumno,681,material,consulta,null,-1,25,2005-09-28 15:43:42.852,facebook
6485,479,alumno,479,alumno,mensaje,Natus dolore facere maxime earum alias et consequatur et nihil atque necessitatibus quia rem consequatur.,6342,25,2005-10-29 12:53:49.926,crea
6486,407,alumno,-1,null,publicacion,Ducimus molestias accusamus officiis rerum amet velit cupiditate et magnam minima ullam sapiente possimus omnis unde in et tenetur voluptatem.,-1,25,2005-11-14 18:03:44.486,crea
6487,4,docente,290,alumno,reaccion,me_divierte,6409,25,2005-11-29 09:53:49.554,facebook
6488,4,docente,-1,null,publicacion,Qui suscipit et quas velit explicabo quia architecto earum earum doloremque nemo quasi a quod dolor repellat.,-1,25,2005-09-28 12:46:02.909,facebook
6489,604,alumno,685,material,consulta,null,-1,25,2005-10-06 09:37:35.44,crea
6490,52,alumno,706,material,consulta,null,-1,25,2005-09-07 03:35:40.935,crea
6491,226,alumno,203,alumno,mencion,@iure,6349,25,2005-08-22 21:08:04.654,facebook
6492,209,alumno,-1,null,publicacion,Error pariatur nostrum tempore animi quis ducimus rerum dicta expedita quia molestiae eveniet voluptas qui atque et quam non repudiandae.,-1,25,2005-10-02 11:15:53.838,crea
6493,479,alumno,517,alumno,mencion,@ipsum,6432,25,2005-09-30 08:35:01.877,facebook
6494,87,alumno,473,alumno,reaccion,me_gusta,6392,25,2005-10-04 08:00:02.591,facebook
6495,70,alumno,209,alumno,reaccion,me_encanta,6339,25,2005-09-09 11:39:01.225,facebook
6496,26,alumno,106,alumno,mencion,@rerum,6348,25,2005-09-23 06:08:31.53,facebook
6497,423,alumno,407,alumno,mensaje,Aspernatur maiores asperiores voluptatem placeat iste sequi voluptatem vel cum natus perspiciatis rerum labore in.,6282,25,2005-10-27 03:32:38.014,crea
